id,name,latitude,longitude,capacity,connector_types,status,source
osm-node-11970103073,Charging station #11970103073,10.0153299,76.306108,,Charging station,operational,OpenStreetMap
osm-node-11970115721,Charging station #11970115721,9.993494,76.3274149,,Charging station,operational,OpenStreetMap
osm-node-11970662648,Charging station #11970662648,10.0208814,76.3447159,,Charging station,operational,OpenStreetMap
osm-node-11970671706,Charging station #11970671706,10.0324149,76.3364536,,Charging station,operational,OpenStreetMap
osm-node-11970686660,Charging station #11970686660,10.0231528,76.341238,,Charging station,operational,OpenStreetMap
osm-node-11970703533,Charging station #11970703533,10.0404762,76.3385796,,Charging station,operational,OpenStreetMap
osm-node-11970703598,Charging station #11970703598,10.0173589,76.3488958,,Charging station,operational,OpenStreetMap
osm-node-11970725379,Charging station #11970725379,10.0540834,76.3268137,,Charging station,operational,OpenStreetMap
osm-node-11970726776,Charging station #11970726776,10.0215768,76.334191,,Charging station,operational,OpenStreetMap
osm-node-11982372933,One Delhi,28.5964138,77.2935572,,Charging station,operational,OpenStreetMap
osm-node-11982458750,CESL,28.5964138,77.2935572,,Charging station,operational,OpenStreetMap
osm-node-11987023859,BluSmart Charging Station,13.1776646,77.6630831,,Charging station,operational,OpenStreetMap
osm-node-12002046035,Charging station #12002046035,12.977855,77.5812757,,Charging station,operational,OpenStreetMap
osm-node-12016136802,Charging station #12016136802,13.027001,77.5425776,,Charging station,operational,OpenStreetMap
osm-node-12031201050,Swap Point,28.5442512,77.264671,,Charging station,operational,OpenStreetMap
osm-node-12064267225,Charging station #12064267225,28.6382309,77.2873054,,Charging station,operational,OpenStreetMap
osm-node-12078138004,Charging station #12078138004,12.9810756,77.5966804,,Charging station,operational,OpenStreetMap
osm-node-12090459397,Zeon,11.3718054,77.647312,120,Charging station,operational,OpenStreetMap
osm-node-12096869239,Charging station #12096869239,17.9034473,83.4437435,,Charging station,operational,OpenStreetMap
osm-node-12098546110,Energy Efficiency Services Limited (EESL),28.6316265,77.222004,2,Charging station,operational,OpenStreetMap
osm-node-12100028686,Honda e:swap,13.0000143,77.5499059,,Charging station,operational,OpenStreetMap
osm-node-12101733050,Charging station #12101733050,12.965406,77.6002473,,Charging station,operational,OpenStreetMap
osm-node-12123396312,Charging station #12123396312,28.6952457,77.2153259,,Charging station,operational,OpenStreetMap
osm-node-12125802596,Honda e:swap,12.9781045,77.6389105,,Charging station,operational,OpenStreetMap
osm-node-12135600916,Bharat Petroleum,19.9724104,79.2871566,,Charging station,operational,OpenStreetMap
osm-node-12169023077,Battery Swapping Station,12.8894274,77.5563647,,Charging station,operational,OpenStreetMap
osm-node-12181413140,Zeon Charging,9.4552131,76.5424575,,Charging station,operational,OpenStreetMap
osm-node-12183518228,KSEB EV Charging Station,10.7727816,75.9471268,,Charging station,operational,OpenStreetMap
osm-node-12192527479,Charging station #12192527479,28.5133039,77.1860742,,Charging station,operational,OpenStreetMap
osm-node-12192684763,Ather charger,12.3323233,78.2138537,,Charging station,operational,OpenStreetMap
osm-node-12196467738,Charging station #12196467738,28.688648,77.2067275,3,Charging station,operational,OpenStreetMap
osm-node-12197027554,Ather,10.7702552,76.6377821,,Charging station,operational,OpenStreetMap
osm-node-12224096371,Charging station #12224096371,10.163392,77.7360648,,Charging station,operational,OpenStreetMap
osm-node-12327155403,EV Point,10.3806893,76.2975931,,Charging station,operational,OpenStreetMap
osm-node-12334310661,Charging station #12334310661,18.4979616,73.7941778,,Charging station,operational,OpenStreetMap
osm-node-12350373268,EV Dock,18.5857921,73.734433,,Charging station,operational,OpenStreetMap
osm-node-12350440058,Shell,18.5907601,73.7410354,30 kw,Charging station,operational,OpenStreetMap
osm-node-12350467611,Bijlify,18.5781719,73.7368921,20 kw,Charging station,operational,OpenStreetMap
osm-node-12352455245,Charging station #12352455245,28.6492602,77.316582,,Charging station,operational,OpenStreetMap
osm-node-12410120832,ElectriGo,9.9647636,76.2941177,2,Charging station,operational,OpenStreetMap
osm-node-12431364584,Ather Grid,27.0402782,88.2663931,,Charging station,operational,OpenStreetMap
osm-node-12432219066,Shell,13.1543775,77.702793,41,Charging station,operational,OpenStreetMap
osm-node-12439001141,VoltronEV,16.5580075,80.5667983,,Charging station,operational,OpenStreetMap
osm-node-12450672051,Charging station #12450672051,10.7292683,75.9472621,3,Charging station,operational,OpenStreetMap
osm-node-12458871181,Statiq,18.5638929,73.8070465,60,Charging station,operational,OpenStreetMap
osm-node-12468474654,Zeon Charging,12.6245373,80.1977797,22kw,Charging station,operational,OpenStreetMap
osm-node-12468514473,Minooki Mobility,12.6430987,80.2004767,,DC capable,operational,OpenStreetMap
osm-node-12468546310,Chargezone,12.6133518,80.1706767,60kw,DC capable,operational,OpenStreetMap
osm-node-12470580711,Super Hub EV Charging Hub,12.2401178,79.662529,,Charging station,operational,OpenStreetMap
osm-node-12473454969,Charging station #12473454969,18.5228186,73.8410529,,Charging station,operational,OpenStreetMap
osm-node-12492566397,Honda e:swap,12.9383537,77.5802162,,Charging station,operational,OpenStreetMap
osm-node-12492581619,Honda e:swap,12.9217078,77.5805052,,Charging station,operational,OpenStreetMap
osm-node-12509386001,Electric vehicle charging station,9.9489443,76.3476112,,Charging station,operational,OpenStreetMap
osm-node-12519643346,Honda e:swap,13.0330528,77.533757,,Charging station,operational,OpenStreetMap
osm-node-12534145133,Honda e:swap,12.993427,77.7043141,,Charging station,operational,OpenStreetMap
osm-node-12534184756,Honda e:swap,12.993427,77.7043141,,Charging station,operational,OpenStreetMap
osm-node-12550935042,Charging station #12550935042,9.9657227,76.2439317,,Charging station,operational,OpenStreetMap
osm-node-12595513176,Charging station #12595513176,29.1437683,78.2392668,,Charging station,operational,OpenStreetMap
osm-node-12596454002,Ather energy,25.2815281,83.0032971,3,Charging station,operational,OpenStreetMap
osm-node-12596574170,Charging station #12596574170,28.6622203,77.3000898,,Charging station,operational,OpenStreetMap
osm-node-12624560446,Charging station #12624560446,13.0791255,80.261572,60,DC capable,operational,OpenStreetMap
osm-node-12647193426,Charging station #12647193426,28.5910595,77.0429824,,Charging station,operational,OpenStreetMap
osm-node-12672890507,Charging station #12672890507,28.5904687,77.2331036,,Charging station,operational,OpenStreetMap
osm-node-12679343545,Necell,23.2297636,72.6662988,,Charging station,operational,OpenStreetMap
osm-node-12788139581,Honda e:swap,12.9861844,77.6156891,,Charging station,operational,OpenStreetMap
osm-node-12791449753,Jio Bp,10.7736633,76.6647262,,Charging station,operational,OpenStreetMap
osm-node-12793391154,Charging station #12793391154,11.7410487,78.0502782,,Charging station,operational,OpenStreetMap
osm-node-12811975823,Charging station #12811975823,28.5679245,77.2427016,,Charging station,operational,OpenStreetMap
osm-node-12823839873,Charging station #12823839873,28.6251684,77.3056013,,Charging station,operational,OpenStreetMap
osm-node-12828589994,Charging station #12828589994,10.7719508,76.65726,30,Charging station,operational,OpenStreetMap
osm-node-12864701235,Charging station #12864701235,17.7021023,83.2965766,,Charging station,operational,OpenStreetMap
osm-node-12880786515,Jio BP Pulse,22.5682609,88.472598,,Charging station,operational,OpenStreetMap
osm-node-12894372007,Charging station #12894372007,28.6112384,77.2449181,,Charging station,operational,OpenStreetMap
osm-node-12901933482,Charging station #12901933482,28.5875463,77.226213,,Charging station,operational,OpenStreetMap
osm-node-12901933483,Charging station #12901933483,28.58752,77.226218,,Charging station,operational,OpenStreetMap
osm-node-12903526837,Charging station #12903526837,28.5810704,77.2390952,,Charging station,operational,OpenStreetMap
osm-node-12918480635,Charging station #12918480635,21.22498,79.0819574,1,Charging station,operational,OpenStreetMap
osm-node-12946107084,Charging station #12946107084,22.4701255,88.309999,,Charging station,operational,OpenStreetMap
osm-node-12968864355,Charging station #12968864355,13.020096,77.6929133,,Charging station,operational,OpenStreetMap
osm-node-12972970667,Charging station #12972970667,28.5793023,77.1883978,,Charging station,operational,OpenStreetMap
osm-node-12973875562,Charging station #12973875562,28.5613597,77.0813217,,Charging station,operational,OpenStreetMap
osm-node-12982255490,êpump,12.9421168,77.7471967,1,Charging station,operational,OpenStreetMap
osm-node-12990861171,Charging station #12990861171,17.4943813,78.3499994,1,Charging station,operational,OpenStreetMap
osm-node-12993620112,Électricité de France,16.5094737,80.7204214,,Charging station,operational,OpenStreetMap
osm-node-13040660047,Charging station #13040660047,10.5220574,76.2276618,,Charging station,operational,OpenStreetMap
osm-node-13110034737,Charging station #13110034737,28.6856903,77.205345,,Charging station,operational,OpenStreetMap
osm-node-13110034738,Charging station #13110034738,28.6857175,77.2053595,,Charging station,operational,OpenStreetMap
osm-node-13124549208,Charging station #13124549208,26.2382501,72.9525828,,Charging station,operational,OpenStreetMap
osm-node-13138300765,Charging station #13138300765,26.521324,88.7206674,,Charging station,operational,OpenStreetMap
osm-node-13152054327,Charging station #13152054327,26.725708,88.415126,,Charging station,operational,OpenStreetMap
osm-node-13152066443,Charging station #13152066443,26.5715619,88.5404974,,Charging station,operational,OpenStreetMap
osm-node-13164715323,Charging station #13164715323,29.5247059,77.7195645,,Charging station,operational,OpenStreetMap
osm-node-13172547338,Charging station #13172547338,23.3712794,85.350754,,Charging station,operational,OpenStreetMap
osm-node-13198115513,Charging station #13198115513,13.1778318,77.6637027,,Charging station,operational,OpenStreetMap
osm-node-13208141191,Nuego,17.1658504,79.5216444,,Charging station,operational,OpenStreetMap
osm-node-13238855163,Charging station #13238855163,12.9662557,76.7885149,,Charging station,operational,OpenStreetMap
osm-node-13243279486,Charging station #13243279486,28.4600091,77.0956185,2,Charging station,operational,OpenStreetMap
osm-node-13244932408,Charging station #13244932408,20.002346,75.131832,,Charging station,operational,OpenStreetMap
osm-node-13245932038,Charging station #13245932038,28.4951713,77.0912527,4,Charging station,operational,OpenStreetMap
osm-node-13246292161,Charging station #13246292161,19.8655711,75.4208946,,Charging station,operational,OpenStreetMap
osm-node-13246305030,Charging station #13246305030,19.8690962,75.6074145,,Charging station,operational,OpenStreetMap
osm-node-13246707689,Mercedes-Benz,28.4601725,77.0956771,4,Charging station,operational,OpenStreetMap
osm-node-13249124236,Exiom Charging Station,10.7731122,76.2794738,,Charging station,operational,OpenStreetMap
osm-node-13276174617,Charging station #13276174617,9.0712255,76.8561732,,Charging station,operational,OpenStreetMap
osm-node-13277046524,Honda e:swap,13.0235213,77.5497316,12,Charging station,operational,OpenStreetMap
osm-node-13277046525,Honda e:swap,13.0235317,77.5497115,12,Charging station,operational,OpenStreetMap
osm-node-13289292621,Charging station #13289292621,13.1824621,77.6738012,2,Charging station,operational,OpenStreetMap
osm-node-13289292622,Charging station #13289292622,13.1842301,77.6808688,,Charging station,operational,OpenStreetMap
osm-node-13294609048,Charging station #13294609048,28.587169,77.2413624,,Charging station,operational,OpenStreetMap
osm-node-13300936973,Charging station #13300936973,28.4952305,77.0880137,2,Charging station,operational,OpenStreetMap
osm-node-13314245144,Tata power,17.7000535,83.3029208,4,Charging station,operational,OpenStreetMap
osm-node-13351067902,Charging station #13351067902,28.6185254,77.2871601,,Charging station,operational,OpenStreetMap
osm-node-13442312863,Charging station #13442312863,26.535092,88.6902787,,Charging station,operational,OpenStreetMap
osm-node-13506982427,Ather Grid Charging station,19.3242434,84.8749989,3,Charging station,operational,OpenStreetMap
osm-node-13516555501,ചാർജ് മോഡ്,9.2814528,76.4549754,,Charging station,operational,OpenStreetMap
osm-node-13537485378,Ather Grid 6kW,20.2965484,85.8246467,6,Charging station,operational,OpenStreetMap
osm-node-13556517113,EZYGO,10.7844884,76.6561304,60,Charging station,operational,OpenStreetMap
osm-node-13566426890,Sun Mobility,13.0001758,77.6869647,,Charging station,operational,OpenStreetMap
osm-node-13586349702,EVOK ( Electric Vehicle Owners Kerala ),10.4315979,76.1424753,,Charging station,operational,OpenStreetMap
osm-node-13589225004,Hyundai EV Charging Station,12.3574005,78.4346233,2,Charging station,operational,OpenStreetMap
osm-node-13593376578,Charging station #13593376578,9.490134,76.3203607,,Charging station,operational,OpenStreetMap
osm-node-13609193888,Charging station #13609193888,10.1168975,76.4870945,,DC capable,operational,OpenStreetMap
osm-node-13619600201,Charging station #13619600201,13.0433272,80.273731,,Charging station,operational,OpenStreetMap
osm-node-13624573647,Charging station #13624573647,28.5564985,77.2326653,1,DC capable,operational,OpenStreetMap
osm-node-13624573656,Charging station #13624573656,28.5564627,77.2326631,1,DC capable,operational,OpenStreetMap
osm-node-13625197611,Charging station #13625197611,12.765215,77.3303554,,Charging station,operational,OpenStreetMap
osm-node-13626520058,Charging station #13626520058,26.7700686,88.3785356,,Charging station,operational,OpenStreetMap
osm-node-13629431945,Charging station #13629431945,18.9048855,72.8046553,,Charging station,operational,OpenStreetMap
osm-node-13632992904,Charging station #13632992904,28.6253953,77.2332995,,Charging station,operational,OpenStreetMap
osm-node-13632992905,Charging station #13632992905,28.625397,77.2331692,,Charging station,operational,OpenStreetMap
osm-node-13633628620,Charging station #13633628620,28.6915005,77.2092134,,Charging station,operational,OpenStreetMap
osm-node-13639965597,tata power,17.7000601,83.3029199,4,Charging station,operational,OpenStreetMap
osm-node-13639989058,Charging station #13639989058,17.6935649,83.2922641,,Charging station,operational,OpenStreetMap
osm-node-13639995467,ather energy,18.0801417,83.3855754,type2,Charging station,operational,OpenStreetMap
osm-node-13640015379,tata power,17.7106183,83.3011869,5,Charging station,operational,OpenStreetMap
osm-node-13640131586,Charging station #13640131586,18.0390176,83.4064333,,Charging station,operational,OpenStreetMap
osm-node-13640131587,rama chandra agencies,18.0390223,83.4064315,type120kw,Charging station,operational,OpenStreetMap
osm-node-13640142200,ather energy,18.2791114,83.5249789,,Charging station,operational,OpenStreetMap
osm-node-13640389831,Zeon,17.7269954,83.3071947,20,Charging station,operational,OpenStreetMap
osm-node-13640768575,EVRE,16.5112068,80.6188172,20,Charging station,operational,OpenStreetMap
osm-node-13640776732,Ather grid,16.5071595,80.6158933,50,Charging station,operational,OpenStreetMap
osm-node-13668832204,Charging station #13668832204,26.9451215,70.889677,,Charging station,operational,OpenStreetMap
osm-node-13688377301,Tesla Supercharger,28.5515313,77.1218893,,Charging station,operational,OpenStreetMap
osm-node-13688377501,Tesla Supercharger,28.42597,77.0368971,4,Charging station,operational,OpenStreetMap
osm-node-13688398004,Charging station #13688398004,28.5515415,77.121598,,Charging station,operational,OpenStreetMap
osm-node-13688398203,Charging station #13688398203,28.4261625,77.0367783,,Charging station,operational,OpenStreetMap
osm-node-13737444601,Infopark,10.0083095,76.3647003,,Charging station,operational,OpenStreetMap
osm-node-13746020730,Charging station #13746020730,28.5694639,77.2044503,,Charging station,operational,OpenStreetMap
osm-node-13746020743,Charging station #13746020743,28.5466296,77.1950119,,Charging station,operational,OpenStreetMap
osm-node-13757728976,Charging station #13757728976,28.5805655,77.1796965,,Charging station,operational,OpenStreetMap
osm-node-13775144001,Zeon,11.4470857,77.7453537,,Charging station,operational,OpenStreetMap
osm-node-13775144101,Zeon,11.4469901,77.7451856,,Charging station,operational,OpenStreetMap
osm-node-13775144302,Ather Grid,11.4470328,77.7453455,,Charging station,operational,OpenStreetMap
osm-node-13786947403,Charging station #13786947403,17.2296337,74.4013203,1,Charging station,operational,OpenStreetMap
osm-node-13800324487,Charging station #13800324487,28.5962686,77.2046077,,Charging station,operational,OpenStreetMap
osm-node-13805934243,Uplug,16.9460013,74.4053945,60,Charging station,operational,OpenStreetMap
osm-node-13805934247,Charging station #13805934247,16.9460728,74.4053213,,Charging station,operational,OpenStreetMap
osm-node-13807361239,Charging station #13807361239,28.5805088,77.1793725,,Charging station,operational,OpenStreetMap
osm-node-13820100532,Charging station #13820100532,28.5592932,77.232144,,Charging station,operational,OpenStreetMap
osm-node-13821901602,Shri Datt Smart EV Charging Station,24.1342185,72.4086733,,Charging station,operational,OpenStreetMap
osm-node-13857810662,Bharat Petroleum,12.1640693,79.6113871,,Charging station,operational,OpenStreetMap
osm-node-13864933927,Charging station #13864933927,15.1124745,74.0356876,,Charging station,operational,OpenStreetMap
osm-node-13890311968,IGL EV charging station,28.5899305,77.229278,,Charging station,operational,OpenStreetMap
osm-node-13913881928,Charging station #13913881928,22.7217837,75.8363276,,Charging station,operational,OpenStreetMap
osm-node-13917513464,Charging station #13917513464,22.7157725,75.8759735,,Charging station,operational,OpenStreetMap
osm-node-13917515273,Charging station #13917515273,22.7251301,75.8816036,,Charging station,operational,OpenStreetMap
osm-node-13919645475,Charging station #13919645475,23.1027843,76.8760406,,Charging station,operational,OpenStreetMap
osm-node-13931872808,Charging station #13931872808,28.5641298,77.333309,,Charging station,operational,OpenStreetMap
osm-node-13952066560,Charging station #13952066560,27.5495366,77.7557237,,Charging station,operational,OpenStreetMap
osm-node-13952067947,Charging station #13952067947,27.5495279,77.7553038,1,Charging station,operational,OpenStreetMap
osm-node-13955464891,Tata,28.3190968,77.5517525,6,Charging station,operational,OpenStreetMap
osm-node-13955495821,Charging station #13955495821,28.3189147,77.5515785,1,Charging station,operational,OpenStreetMap
osm-node-13957568498,Charging station #13957568498,27.203849,78.1141208,,Charging station,operational,OpenStreetMap
osm-node-13961992931,Charging station #13961992931,27.0572006,78.2727739,,Charging station,operational,OpenStreetMap
osm-node-13962501791,Charging station #13962501791,10.0355871,76.3364986,30,Charging station,operational,OpenStreetMap
osm-node-13969467531,Charging station #13969467531,28.5698471,77.1852904,,Charging station,operational,OpenStreetMap
osm-node-13969467543,Charging station #13969467543,28.5694049,77.1651098,,Charging station,operational,OpenStreetMap
osm-node-13969665737,EV Charging,11.941349,79.7969919,,Charging station,operational,OpenStreetMap
osm-node-13982741917,Charging station #13982741917,28.5610466,77.2312484,,Charging station,operational,OpenStreetMap
osm-node-13982895901,Switch Delhi,28.576123,77.069508,,Charging station,operational,OpenStreetMap
osm-node-13990548253,Charging station #13990548253,8.578671,76.8662104,,Charging station,operational,OpenStreetMap
osm-node-13992548532,Zeon,10.5126417,76.2589869,,Charging station,operational,OpenStreetMap
osm-node-13995333421,EV charging station,10.0854803,78.794014,,Charging station,operational,OpenStreetMap
osm-node-13996697111,Charging station #13996697111,12.040732,92.9832015,,Charging station,operational,OpenStreetMap
osm-node-13997229280,Maha,8.4343849,77.0271035,,Charging station,operational,OpenStreetMap
osm-node-13997784674,Charging station #13997784674,28.5688051,77.2214679,,Charging station,operational,OpenStreetMap
osm-node-13999844990,Charging station #13999844990,28.5686034,77.2195292,,Charging station,operational,OpenStreetMap
osm-node-13999844996,Charging station #13999844996,28.5686067,77.2204883,,Charging station,operational,OpenStreetMap
osm-node-14000305693,Plug pe,10.089479,78.794115,2,Charging station,operational,OpenStreetMap
osm-node-14000325470,Ather,10.2405182,76.3735427,,Charging station,operational,OpenStreetMap
osm-node-14000397140,GO EC,10.0323811,76.3233259,,Charging station,operational,OpenStreetMap
osm-node-14000450128,Charging station #14000450128,10.0320751,76.323341,,Charging station,operational,OpenStreetMap
osm-node-14001726782,vida charging station,11.0540118,77.0145419,2,Charging station,operational,OpenStreetMap
osm-node-14002814701,Charging station #14002814701,11.2408331,75.8019461,,Charging station,operational,OpenStreetMap
osm-node-14005707553,Yash Square GOEC Electric Vehicle (Car) Charging Station 2x60 KW CCS2,10.1105981,76.3727711,,Charging station,operational,OpenStreetMap
osm-node-14016861905,Charging station #14016861905,28.584619,77.2204289,,Charging station,operational,OpenStreetMap
osm-node-14017165298,Charging station #14017165298,28.5680604,77.2235189,2,Charging station,operational,OpenStreetMap
osm-node-14017179737,Charging station #14017179737,28.5827644,77.2511763,,Charging station,operational,OpenStreetMap
osm-node-14017179749,Charging station #14017179749,28.5838252,77.2502725,,Charging station,operational,OpenStreetMap
osm-node-14017179796,Charging station #14017179796,28.564806,77.2400299,,Charging station,operational,OpenStreetMap
osm-node-14017751400,Charging station #14017751400,28.5719035,77.2578799,,Charging station,operational,OpenStreetMap
osm-node-14017793416,Charging station #14017793416,28.5685539,77.2207569,,Charging station,operational,OpenStreetMap
osm-node-14027946995,Ather Grid Charging station,11.0792591,77.0027863,2,Charging station,operational,OpenStreetMap
osm-node-14028005231,Ather Grid Charging station,11.074846,77.0080344,3.3,Charging station,operational,OpenStreetMap
osm-node-14028012667,Ather Grid Charging station,11.0957151,77.0154671,2,Charging station,operational,OpenStreetMap
osm-node-14028047524,Ather Grid Charging station,11.0809332,76.9933971,2,Charging station,operational,OpenStreetMap
osm-node-14028054151,Ather Grid Charging station,11.0733347,76.9852954,2,Charging station,operational,OpenStreetMap
osm-node-14028521564,Ather Grid Charging station,11.0250065,77.011191,2,Charging station,operational,OpenStreetMap
osm-node-14028540743,vida charging station,11.0253086,76.9788275,2,Charging station,operational,OpenStreetMap
osm-node-14029112723,Charging station #14029112723,28.5805091,77.2209605,,Charging station,operational,OpenStreetMap
osm-node-14038442342,Ather Grid Charging station,11.0462531,76.9468752,1,Charging station,operational,OpenStreetMap
osm-node-14046155283,Charging station #14046155283,28.5597846,77.1745787,,Charging station,operational,OpenStreetMap
osm-node-14047497970,Charging station #14047497970,13.071801,80.2223305,1,Charging station,operational,OpenStreetMap
osm-node-14058615793,Charging station #14058615793,11.1658867,76.9492139,2,Charging station,operational,OpenStreetMap
osm-node-14058958230,Charging station #14058958230,28.6938836,77.2093354,,Charging station,operational,OpenStreetMap
osm-node-14058958254,Charging station #14058958254,28.6914839,77.2092722,,Charging station,operational,OpenStreetMap
osm-node-14058958262,Charging station #14058958262,28.6914946,77.2092346,,Charging station,operational,OpenStreetMap
osm-node-14058958287,Charging station #14058958287,28.6914877,77.2092591,,Charging station,operational,OpenStreetMap
osm-node-14058958324,Charging station #14058958324,28.6914752,77.2092831,,Charging station,operational,OpenStreetMap
osm-node-14059886602,BPCL Charging Station,13.0979111,80.2384469,,Charging station,operational,OpenStreetMap
osm-node-14063411321,Chargezone EV Charging,12.5894797,78.1435604,2,Charging station,operational,OpenStreetMap
osm-node-14066036841,Charging station #14066036841,28.5723516,77.1802808,,Charging station,operational,OpenStreetMap
osm-node-14067934164,Charging station #14067934164,11.2831841,76.9708429,2,DC capable,operational,OpenStreetMap
osm-node-14072658776,Charging station #14072658776,23.2620619,87.8391376,,Charging station,operational,OpenStreetMap
osm-node-14073868040,Ather Grid Charging station,11.0366665,76.9275036,2,Charging station,operational,OpenStreetMap
osm-node-14074085866,Tata Power EV Charging,28.5947709,77.1333487,30,Charging station,operational,OpenStreetMap
osm-node-14074469426,Hyundai Hotel Arabian Station,11.2265873,76.9594139,2,Charging station,operational,OpenStreetMap
osm-node-14074469427,Ather Grid Charging station,11.2266184,76.9596876,1,Charging station,operational,OpenStreetMap
osm-node-14074612257,Charging station #14074612257,28.6890231,77.2070216,,Charging station,operational,OpenStreetMap
osm-node-14078531523,vida charging station MRG hero,11.0324857,76.9779353,2,Charging station,operational,OpenStreetMap
osm-node-14081555701,Jio BP Pulse,16.9357078,75.7391642,,Charging station,operational,OpenStreetMap
osm-node-14081749954,Charging station #14081749954,17.595456,76.0655753,,Charging station,operational,OpenStreetMap
osm-node-14090981021,Charging station #14090981021,11.2473846,76.9565426,2,DC capable,operational,OpenStreetMap
osm-node-14091005515,Charging station #14091005515,11.1133057,76.9353761,2,DC capable,operational,OpenStreetMap
osm-node-14094178511,Charging station #14094178511,28.693914,77.2183933,,Charging station,operational,OpenStreetMap
osm-node-14094459866,Charging station #14094459866,28.5584955,77.2393014,,Charging station,operational,OpenStreetMap
osm-node-14096406876,Chargezone EV Charging (Gentari),12.5701391,78.1725206,,Charging station,operational,OpenStreetMap
osm-node-14096682501,Tata Power Charging Station,27.5725047,75.1491202,,Charging station,operational,OpenStreetMap
osm-node-14096683901,Electric Vehicle Charging Station,27.5721525,75.1496179,,Charging station,operational,OpenStreetMap
osm-node-14100919780,Charging station #14100919780,28.5688941,77.2194753,,Charging station,operational,OpenStreetMap
osm-node-14100919787,Charging station #14100919787,28.5680283,77.2200938,2,Charging station,operational,OpenStreetMap
osm-node-14100954403,Charging station #14100954403,28.5579483,77.1868818,,Charging station,operational,OpenStreetMap
osm-node-14100954447,Charging station #14100954447,28.5611893,77.1880625,,Charging station,operational,OpenStreetMap
osm-node-14100954555,Charging station #14100954555,28.556706,77.1864405,,Charging station,operational,OpenStreetMap
osm-node-14101571501,TATA power,23.2813742,72.7596099,,Charging station,operational,OpenStreetMap
osm-node-14101585227,Charging station #14101585227,28.5556409,77.1765669,,Charging station,operational,OpenStreetMap
osm-node-14101585231,Charging station #14101585231,28.5422697,77.2272712,,Charging station,operational,OpenStreetMap
osm-node-14101585246,Charging station #14101585246,28.5439827,77.2045958,,Charging station,operational,OpenStreetMap
osm-node-14101585269,Charging station #14101585269,28.5663604,77.1663358,,Charging station,operational,OpenStreetMap
osm-node-14101585281,Charging station #14101585281,28.5459239,77.1970866,,Charging station,operational,OpenStreetMap
osm-node-14101585294,Charging station #14101585294,28.5600235,77.1708457,,Charging station,operational,OpenStreetMap
osm-node-14106405348,Charging station #14106405348,28.6183593,77.2871019,,Charging station,operational,OpenStreetMap
osm-node-14107361746,Charging station #14107361746,15.283211,76.3868679,,Charging station,operational,OpenStreetMap
osm-node-14110771703,Charging station #14110771703,17.7216493,83.307115,,Charging station,operational,OpenStreetMap
osm-node-14114661618,Charging station #14114661618,15.3626357,75.2130756,,Charging station,operational,OpenStreetMap
osm-node-14115719957,Charging station #14115719957,28.6883428,77.2211638,,Charging station,operational,OpenStreetMap
osm-node-14115719958,Charging station #14115719958,28.6883767,77.2211596,,Charging station,operational,OpenStreetMap
osm-node-14115719961,Charging station #14115719961,28.6884319,77.2211588,,Charging station,operational,OpenStreetMap
osm-node-14127552402,ചാർജമോഡ് ഇവി ചാർജിങ് സ്റ്റേഷൻ,9.3143146,76.4290674,,Charging station,operational,OpenStreetMap
osm-node-14131315924,Charging station #14131315924,28.5592915,77.2361389,,Charging station,operational,OpenStreetMap
osm-node-14133758030,Charging station #14133758030,12.5820463,78.1571461,,Charging station,operational,OpenStreetMap
osm-way-359699641,Charging station #359699641,18.5912547,73.7488124,,Charging station,operational,OpenStreetMap
osm-way-360242628,Charging station #360242628,18.5882782,73.784882,1,Charging station,operational,OpenStreetMap
osm-way-639223862,Charging station #639223862,9.4254744,76.3467396,,Charging station,operational,OpenStreetMap
osm-way-1097173824,Charging station #1097173824,25.4161544,81.862514,,Charging station,operational,OpenStreetMap
osm-way-1150511285,Shell,12.9725414,77.7078105,4,Charging station,operational,OpenStreetMap
osm-way-1150599656,Charging station #1150599656,26.5099261,80.2407412,,Charging station,operational,OpenStreetMap
osm-way-1152420782,Tata Power,18.6165794,73.7476226,2,Charging station,operational,OpenStreetMap
osm-way-1152421163,Charging station #1152421163,18.6234031,73.7454767,2,Charging station,operational,OpenStreetMap
osm-way-1152424877,Charging station #1152424877,18.5994671,73.7807696,1,Charging station,operational,OpenStreetMap
osm-way-1152427340,Charging station #1152427340,18.5807735,73.8158088,1,Charging station,operational,OpenStreetMap
osm-way-1198553894,Government,8.5086606,76.9460986,,Charging station,operational,OpenStreetMap
osm-way-1200990773,Charging station #1200990773,28.5888756,77.2530636,4,Charging station,operational,OpenStreetMap
osm-way-1215901273,KSEB,9.9629214,76.319215,4,Charging station,operational,OpenStreetMap
osm-way-1217492370,Charging station #1217492370,9.632726,76.5244079,,Charging station,operational,OpenStreetMap
osm-way-1221529119,Shell EV Charging Station,18.4571766,73.8053923,,Charging station,operational,OpenStreetMap
osm-way-1222357597,Charging station #1222357597,18.5794696,73.73858,7,Charging station,operational,OpenStreetMap
osm-way-1230812469,Charging station #1230812469,28.6250807,77.3055103,,Charging station,operational,OpenStreetMap
osm-way-1231361851,KSEB,10.0159012,76.5651977,100,Charging station,operational,OpenStreetMap
osm-way-1250660872,O S Overseas,18.4926136,73.9990571,,Charging station,operational,OpenStreetMap
osm-way-1299079174,Charging station #1299079174,17.4048114,78.3333396,,Charging station,operational,OpenStreetMap
osm-way-1318570394,Charging station #1318570394,28.5658947,77.2488941,,Charging station,operational,OpenStreetMap
